order_id,order_date,customer_id,region,channel,category,quantity,unit_price,discount,revenue,returned
ORD-000067,2024-01-02,C8256,West,Wholesale,Electronics,1,163.53,0.05,156.31,0
ORD-000068,2024-01-02,C22596,North,Retail,Home,2,82.54,0.0,166.11,0
ORD-000069,2024-01-02,C20066,West,Retail,Apparel,1,28.66,0.1,25.95,0
ORD-000070,2024-01-02,C24126,South,Retail,Home,3,25.04,0.2,60.47,0
ORD-000071,2024-01-02,C19223,West,Direct,Electronics,2,135.52,0.0,272.71,0
ORD-000072,2024-01-02,C6644,East,Direct,Apparel,1,65.2,0.1,59.05,0
ORD-000073,2024-01-02,C13952,North,Marketplace,Beauty,2,47.52,0.0,95.64,0
ORD-000074,2024-01-02,C13671,South,Retail,Wellness,1,26.88,0.05,25.69,0
ORD-000075,2024-01-02,C11983,South,Retail,Apparel,2,39.28,0.05,75.08,0
ORD-000076,2024-01-02,C19095,South,Marketplace,Beauty,2,41.25,0.05,78.86,0
ORD-000077,2024-01-02,C16738,West,Wholesale,Home,3,60.06,0.0,181.31,0
ORD-000078,2024-01-02,C14468,North,Wholesale,Beauty,1,36.41,0.0,36.63,1
ORD-000079,2024-01-02,C12219,South,Marketplace,Wellness,1,42.7,0.0,42.96,0
ORD-000080,2024-01-02,C8506,South,Marketplace,Wellness,2,52.26,0.15,89.39,0
ORD-000081,2024-01-02,C18541,South,Direct,Electronics,2,167.79,0.0,337.66,0
ORD-000082,2024-01-02,C15933,North,Retail,Wellness,2,57.43,0.0,115.57,1
ORD-000083,2024-01-02,C7531,South,Marketplace,Electronics,1,170.92,0.2,137.58,0
ORD-000084,2024-01-02,C12112,West,Direct,Home,2,80.57,0.0,162.14,0
ORD-000085,2024-01-02,C20976,East,Direct,Apparel,2,32.97,0.15,56.39,0
ORD-000086,2024-01-02,C20964,South,Marketplace,Apparel,1,43.35,0.05,41.43,1
ORD-000087,2024-01-02,C15153,East,Wholesale,Beauty,1,46.79,0.1,42.37,0
ORD-000088,2024-01-03,C19341,West,Marketplace,Home,3,67.47,0.0,204.28,0
ORD-000089,2024-01-03,C3289,South,Wholesale,Electronics,1,150.49,0.0,151.88,0
ORD-000090,2024-01-03,C10289,West,Marketplace,Electronics,3,150.24,0.05,432.17,0
ORD-000091,2024-01-03,C4627,West,Retail,Apparel,2,38.82,0.0,78.37,0
ORD-000092,2024-01-03,C16132,East,Marketplace,Electronics,3,134.08,0.0,405.98,0
ORD-000093,2024-01-03,C9784,West,Marketplace,Electronics,1,153.69,0.0,155.12,0
ORD-000094,2024-01-03,C18142,West,Retail,Wellness,2,44.79,0.1,81.37,0
ORD-000095,2024-01-03,C12836,South,Direct,Electronics,2,129.02,0.0,260.44,0
ORD-000096,2024-01-03,C26326,North,Wholesale,Electronics,1,155.02,0.0,156.46,1
ORD-000097,2024-01-03,C26913,North,Retail,Apparel,1,38.34,0.0,38.69,0
ORD-000098,2024-01-03,C14243,West,Retail,Beauty,1,28.27,0.0,28.53,1
ORD-000099,2024-01-03,C11641,West,Direct,Apparel,1,47.87,0.05,45.9,0
ORD-000100,2024-01-03,C25682,South,Direct,Electronics,1,141.93,0.0,143.25,0
ORD-000101,2024-01-03,C13956,North,Wholesale,Beauty,1,26.97,0.1,24.5,0
ORD-000102,2024-01-03,C5146,South,Wholesale,Apparel,1,49.67,0.0,50.13,0
ORD-000103,2024-01-03,C3986,South,Marketplace,Home,1,42.54,0.1,38.64,0
ORD-000104,2024-01-03,C27143,East,Direct,Electronics,3,145.37,0.0,440.15,0
ORD-000105,2024-01-03,C17292,West,Retail,Electronics,1,165.4,0.0,166.94,0
ORD-000106,2024-01-03,C18797,South,Retail,Apparel,1,29.17,0.0,29.44,0
ORD-000107,2024-01-03,C20579,South,Wholesale,Beauty,1,46.7,0.0,47.13,0
ORD-000108,2024-01-03,C16600,North,Wholesale,Home,1,71.19,0.2,57.48,0
ORD-000109,2024-01-03,C16785,South,Marketplace,Wellness,1,31.24,0.0,31.53,0
ORD-000110,2024-01-03,C23879,North,Direct,Electronics,1,141.09,0.0,142.4,0
ORD-000111,2024-01-03,C24594,South,Marketplace,Home,2,78.01,0.05,149.59,0
ORD-000112,2024-01-03,C12556,North,Marketplace,Beauty,2,34.4,0.05,65.97,0
ORD-000113,2024-01-03,C12014,North,Direct,Beauty,4,38.16,0.0,154.07,0
ORD-000114,2024-01-03,C18438,West,Retail,Wellness,2,21.91,0.15,37.59,0
ORD-000115,2024-01-03,C11234,East,Direct,Electronics,1,194.81,0.15,167.13,0
ORD-000116,2024-01-03,C27676,South,Retail,Apparel,1,67.4,0.2,54.42,0
ORD-000117,2024-01-03,C11182,South,Retail,Beauty,1,61.18,0.0,61.74,0
ORD-000118,2024-01-03,C9971,South,Retail,Home,1,72.49,0.0,73.17,0
ORD-000119,2024-01-03,C5397,North,Retail,Wellness,2,27.99,0.15,48.03,0
ORD-000120,2024-01-03,C1231,East,Marketplace,Apparel,1,41.82,0.0,42.21,0
ORD-000121,2024-01-03,C14000,East,Retail,Home,1,71.8,0.1,65.22,0
ORD-000122,2024-01-03,C26414,West,Wholesale,Wellness,1,30.43,0.0,30.71,0
ORD-000123,2024-01-03,C9220,North,Marketplace,Electronics,1,127.21,0.0,128.39,0
ORD-000124,2024-01-03,C3996,South,Direct,Home,1,79.59,0.0,80.32,0
ORD-000125,2024-01-03,C21520,East,Retail,Wellness,1,38.97,0.0,39.33,0
ORD-000126,2024-01-03,C16506,West,Marketplace,Beauty,2,31.07,0.1,56.45,0
ORD-000127,2024-01-03,C24613,South,Retail,Apparel,3,44.64,0.15,114.9,0
ORD-000128,2024-01-03,C10712,East,Marketplace,Home,1,78.55,0.0,79.28,0
ORD-000129,2024-01-03,C4392,North,Retail,Wellness,1,46.32,0.0,46.75,0
ORD-000130,2024-01-03,C15273,North,Retail,Wellness,1,45.43,0.0,45.85,0
ORD-000131,2024-01-03,C15360,West,Direct,Electronics,1,90.02,0.15,77.23,0
ORD-000132,2024-01-03,C23337,East,Direct,Beauty,2,53.76,0.1,97.67,0
ORD-000133,2024-01-03,C6722,West,Retail,Electronics,1,101.46,0.0,102.41,0
ORD-000134,2024-01-03,C12176,West,Marketplace,Apparel,3,50.36,0.0,152.47,0
ORD-000135,2024-01-03,C20606,South,Marketplace,Home,1,79.34,0.0,80.08,0
ORD-000136,2024-01-03,C13227,South,Marketplace,Apparel,2,51.5,0.2,83.16,0
ORD-000137,2024-01-04,C5036,West,Marketplace,Wellness,1,52.86,0.05,50.84,0
ORD-000138,2024-01-04,C20434,North,Marketplace,Beauty,1,30.22,0.0,30.6,0
ORD-000139,2024-01-04,C22735,South,Direct,Electronics,1,169.12,0.0,171.22,0
ORD-000140,2024-01-04,C6340,North,Direct,Apparel,1,48.55,0.0,49.15,0
ORD-000141,2024-01-04,C16724,North,Retail,Wellness,2,46.56,0.2,75.41,0
ORD-000142,2024-01-04,C17471,West,Wholesale,Beauty,2,37.61,0.0,76.14,0
ORD-000143,2024-01-04,C24128,West,Marketplace,Home,3,84.76,0.0,257.44,0
ORD-000144,2024-01-04,C15702,East,Retail,Beauty,3,31.74,0.1,86.76,0
ORD-000145,2024-01-04,C17367,North,Direct,Electronics,1,223.0,0.0,225.76,0
ORD-000146,2024-01-04,C18410,North,Marketplace,Home,2,95.03,0.15,163.56,1
ORD-000147,2024-01-04,C17332,West,Direct,Beauty,1,47.45,0.1,43.23,0
ORD-000148,2024-01-04,C4124,East,Retail,Apparel,2,61.93,0.15,106.58,0
ORD-000149,2024-01-04,C13219,East,Direct,Apparel,3,48.65,0.05,140.38,0
ORD-000150,2024-01-04,C4019,East,Marketplace,Beauty,2,36.07,0.05,69.38,0
ORD-000151,2024-01-04,C9018,West,Retail,Home,4,79.83,0.0,323.29,0
ORD-000152,2024-01-04,C13452,West,Marketplace,Electronics,2,167.35,0.1,304.97,0
ORD-000153,2024-01-04,C16386,North,Direct,Electronics,3,108.24,0.0,328.75,0
ORD-000154,2024-01-04,C24734,South,Retail,Home,1,79.13,0.0,80.11,1
ORD-000155,2024-01-04,C8247,West,Direct,Electronics,1,141.86,0.15,122.07,0
ORD-000156,2024-01-04,C23224,West,Marketplace,Apparel,1,61.61,0.1,56.13,0
ORD-000157,2024-01-04,C26969,North,Marketplace,Home,1,40.3,0.1,36.72,0
ORD-000158,2024-01-04,C4210,South,Direct,Apparel,4,49.94,0.0,202.25,0
ORD-000159,2024-01-04,C17663,South,Wholesale,Beauty,3,47.67,0.0,144.77,0
ORD-000160,2024-01-04,C6961,North,Marketplace,Electronics,2,117.54,0.1,214.19,0
ORD-000161,2024-01-04,C3803,South,Marketplace,Home,1,70.15,0.1,63.92,0
ORD-000162,2024-01-04,C23318,North,Marketplace,Apparel,1,34.06,0.05,32.75,1
ORD-000163,2024-01-04,C3566,West,Wholesale,Apparel,1,51.86,0.15,44.63,0
ORD-000164,2024-01-04,C13688,North,Retail,Apparel,1,68.7,0.05,66.08,0
ORD-000165,2024-01-04,C5867,West,Marketplace,Apparel,1,52.44,0.15,45.12,0
ORD-000166,2024-01-04,C9650,East,Retail,Beauty,1,43.02,0.15,37.02,0
ORD-000167,2024-01-04,C26990,East,Retail,Apparel,1,24.24,0.1,22.09,0
ORD-000168,2024-01-04,C21365,South,Retail,Wellness,1,45.73,0.15,39.35,0
ORD-000169,2024-01-04,C26825,West,Wholesale,Apparel,1,35.5,0.2,28.75,0
ORD-000170,2024-01-04,C11279,South,Retail,Apparel,1,54.53,0.15,46.92,0
ORD-000171,2024-01-04,C20723,West,Marketplace,Beauty,3,36.54,0.15,94.33,0
ORD-000172,2024-01-04,C11570,West,Marketplace,Home,1,76.78,0.0,77.73,0
ORD-000173,2024-01-04,C22073,South,Retail,Apparel,1,58.55,0.0,59.28,0
ORD-000174,2024-01-04,C16192,East,Wholesale,Electronics,2,165.74,0.0,335.59,0
ORD-000175,2024-01-04,C25662,North,Marketplace,Wellness,1,41.21,0.05,39.63,0
ORD-000176,2024-01-04,C16192,West,Marketplace,Wellness,1,48.18,0.1,43.9,0
ORD-000177,2024-01-04,C5043,West,Marketplace,Beauty,1,37.34,0.1,34.03,0
ORD-000178,2024-01-04,C14407,West,Direct,Wellness,1,30.56,0.15,26.3,0
ORD-000179,2024-01-04,C25572,West,Marketplace,Electronics,4,136.99,0.05,527.01,0
ORD-000180,2024-01-04,C12474,East,Direct,Apparel,1,40.87,0.0,41.38,1
ORD-000181,2024-01-04,C4067,South,Marketplace,Home,1,90.86,0.05,87.38,1
ORD-000182,2024-01-04,C11171,West,Marketplace,Home,1,46.83,0.0,47.41,0
ORD-000183,2024-01-04,C16728,East,Marketplace,Wellness,4,44.72,0.0,181.08,0
ORD-000184,2024-01-04,C18595,East,Marketplace,Beauty,1,39.48,0.2,31.97,1
ORD-000185,2024-01-04,C21567,North,Retail,Electronics,1,141.52,0.15,121.78,0
ORD-000186,2024-01-04,C23611,West,Retail,Electronics,3,133.0,0.05,383.74,0
ORD-000187,2024-01-04,C6344,North,Wholesale,Apparel,1,57.1,0.0,57.81,0
ORD-000188,2024-01-04,C27038,North,Direct,Electronics,2,171.45,0.15,295.07,0
ORD-000189,2024-01-04,C21634,West,Marketplace,Home,4,76.61,0.1,279.22,0
ORD-000190,2024-01-04,C14039,West,Marketplace,Beauty,1,45.89,0.1,41.81,0
ORD-000191,2024-01-04,C23093,West,Retail,Home,1,79.32,0.2,64.24,0
ORD-000192,2024-01-04,C6905,North,Retail,Wellness,1,38.08,0.0,38.55,0
ORD-000193,2024-01-05,C25636,East,Marketplace,Home,2,80.13,0.05,154.6,0
ORD-000194,2024-01-05,C23933,South,Retail,Beauty,1,53.66,0.15,46.31,0
ORD-000195,2024-01-05,C11214,North,Retail,Apparel,2,49.91,0.0,101.37,0
ORD-000196,2024-01-05,C15339,West,Wholesale,Apparel,1,38.19,0.05,36.84,0
ORD-000197,2024-01-05,C15027,South,Marketplace,Wellness,1,51.11,0.0,51.9,0
ORD-000198,2024-01-05,C8636,North,Retail,Electronics,1,219.19,0.15,189.2,0
ORD-000199,2024-01-05,C13840,South,Direct,Electronics,2,191.8,0.1,350.59,0
ORD-000200,2024-01-05,C17985,West,Direct,Electronics,1,121.88,0.0,123.77,0
ORD-000201,2024-01-05,C22927,South,Retail,Beauty,1,22.0,0.0,22.34,0
ORD-000202,2024-01-05,C8632,West,Retail,Wellness,3,59.91,0.0,182.5,0
ORD-000203,2024-01-05,C6337,West,Direct,Wellness,1,48.01,0.0,48.76,0
ORD-000204,2024-01-05,C5024,West,Retail,Apparel,1,47.76,0.1,43.65,0
ORD-000205,2024-01-05,C2888,West,Direct,Electronics,2,107.31,0.0,217.94,0
ORD-000206,2024-01-05,C5955,North,Marketplace,Home,2,38.62,0.0,78.44,0
ORD-000207,2024-01-05,C8365,West,Marketplace,Beauty,2,22.68,0.15,39.15,0
ORD-000208,2024-01-05,C14615,West,Wholesale,Wellness,3,16.2,0.15,41.94,0
ORD-000209,2024-01-05,C22369,West,Marketplace,Apparel,1,54.52,0.05,52.59,0
ORD-000210,2024-01-05,C19034,East,Retail,Apparel,2,55.91,0.2,90.84,0
ORD-000211,2024-01-05,C24568,West,Retail,Beauty,3,46.8,0.0,142.58,0
ORD-000212,2024-01-05,C2603,South,Retail,Apparel,3,40.35,0.0,122.93,0
ORD-000213,2024-01-05,C23521,South,Direct,Apparel,3,46.46,0.0,141.54,0
ORD-000214,2024-01-05,C27622,North,Retail,Apparel,1,35.71,0.0,36.27,0
ORD-000215,2024-01-05,C12677,South,Marketplace,Electronics,1,98.63,0.0,100.16,0
ORD-000216,2024-01-05,C4789,South,Retail,Apparel,2,46.38,0.0,94.2,0
ORD-000217,2024-01-05,C11671,South,Retail,Apparel,1,43.19,0.15,37.28,0
ORD-000218,2024-01-05,C27810,South,Marketplace,Wellness,3,43.89,0.0,133.72,0
ORD-000219,2024-01-05,C20705,South,Retail,Home,1,67.05,0.0,68.09,0
ORD-000220,2024-01-05,C1637,West,Retail,Electronics,1,136.95,0.0,139.07,0
ORD-000221,2024-01-05,C26482,South,Marketplace,Electronics,1,120.75,0.05,116.49,0
ORD-000222,2024-01-05,C24173,West,Direct,Wellness,1,19.85,0.0,20.16,0
ORD-000223,2024-01-05,C24420,West,Retail,Electronics,3,154.03,0.1,422.32,0
ORD-000224,2024-01-05,C12437,North,Direct,Home,2,79.97,0.0,162.41,0
ORD-000225,2024-01-05,C4181,North,Marketplace,Home,2,69.17,0.15,119.41,0
ORD-000226,2024-01-05,C1214,East,Marketplace,Electronics,2,95.01,0.2,154.36,0
ORD-000227,2024-01-05,C20489,West,Marketplace,Beauty,4,50.24,0.0,204.08,0
ORD-000228,2024-01-05,C22058,South,Direct,Beauty,4,35.29,0.15,121.85,0
ORD-000229,2024-01-05,C9135,South,Direct,Home,1,60.5,0.0,61.44,0
ORD-000230,2024-01-05,C23713,East,Retail,Home,3,82.14,0.0,250.24,0
ORD-000231,2024-01-05,C11703,North,Retail,Electronics,2,100.92,0.15,174.21,0
ORD-000232,2024-01-05,C12949,South,Retail,Electronics,1,89.57,0.2,72.76,0
ORD-000233,2024-01-05,C20170,East,Marketplace,Home,2,64.82,0.0,131.64,0
ORD-000234,2024-01-05,C19306,West,Marketplace,Beauty,4,35.1,0.15,121.2,0
ORD-000235,2024-01-05,C25891,North,Retail,Apparel,1,33.24,0.2,27.0,0
ORD-000236,2024-01-05,C9303,West,Marketplace,Electronics,2,147.34,0.15,254.35,0
ORD-000237,2024-01-05,C18238,North,Marketplace,Beauty,1,25.16,0.1,23.0,0
ORD-000238,2024-01-05,C24799,South,Direct,Apparel,2,34.15,0.1,62.42,0
ORD-000239,2024-01-05,C3099,North,Direct,Apparel,1,41.46,0.05,40.0,0
ORD-000240,2024-01-05,C17669,South,Marketplace,Home,1,55.67,0.05,53.71,0
ORD-000241,2024-01-05,C19218,South,Marketplace,Beauty,1,26.36,0.0,26.77,0
ORD-000242,2024-01-05,C3231,East,Marketplace,Electronics,1,147.3,0.05,142.1,0
ORD-000243,2024-01-06,C19052,East,Marketplace,Home,1,95.16,0.05,92.08,0
ORD-000244,2024-01-06,C14002,North,Wholesale,Home,1,46.78,0.0,47.65,1
ORD-000245,2024-01-06,C27339,East,Direct,Beauty,1,21.33,0.05,20.64,0
ORD-000246,2024-01-06,C5165,North,Retail,Home,1,67.18,0.1,61.58,0
ORD-000247,2024-01-06,C20589,North,Direct,Home,4,87.22,0.0,355.35,0
ORD-000248,2024-01-06,C8746,East,Wholesale,Home,1,86.77,0.05,83.96,0
ORD-000249,2024-01-06,C7522,East,Marketplace,Apparel,1,38.71,0.0,39.43,0
ORD-000250,2024-01-06,C27611,West,Retail,Electronics,1,109.36,0.05,105.82,0
ORD-000251,2024-01-06,C12612,East,Direct,Beauty,1,28.87,0.0,29.4,0
ORD-000252,2024-01-06,C6095,North,Direct,Apparel,1,36.19,0.0,36.86,0
ORD-000253,2024-01-06,C1600,North,Retail,Apparel,1,53.02,0.0,54.0,0
ORD-000254,2024-01-06,C23917,North,Marketplace,Beauty,2,47.19,0.15,81.71,0
ORD-000255,2024-01-06,C4806,South,Marketplace,Wellness,1,43.12,0.05,41.73,0
ORD-000256,2024-01-06,C20570,North,Retail,Home,1,100.65,0.0,102.52,0
ORD-000257,2024-01-06,C18052,East,Retail,Electronics,2,80.95,0.05,156.66,0
ORD-000258,2024-01-06,C21969,North,Marketplace,Apparel,1,35.99,0.0,36.66,0
ORD-000259,2024-01-06,C17431,North,Retail,Beauty,3,27.48,0.0,83.97,0
ORD-000260,2024-01-06,C26098,East,Retail,Wellness,4,42.33,0.15,146.59,0
ORD-000261,2024-01-06,C18230,North,Direct,Apparel,2,60.57,0.0,123.39,0
ORD-000262,2024-01-06,C16439,West,Direct,Apparel,1,27.71,0.05,26.81,0
ORD-000263,2024-01-06,C17014,South,Marketplace,Electronics,1,168.36,0.05,162.91,0
ORD-000264,2024-01-06,C26449,East,Marketplace,Wellness,1,30.52,0.05,29.53,0
ORD-000265,2024-01-06,C24156,North,Wholesale,Electronics,1,132.89,0.05,128.59,0
ORD-000266,2024-01-06,C10172,East,Retail,Electronics,2,88.33,0.05,170.95,0
ORD-000267,2024-01-06,C8636,North,Direct,Wellness,3,35.71,0.05,103.67,0
ORD-000268,2024-01-06,C4824,West,Retail,Apparel,1,47.06,0.0,47.94,0
ORD-000269,2024-01-06,C12159,North,Marketplace,Apparel,2,33.85,0.0,68.95,0
ORD-000270,2024-01-06,C1371,North,Direct,Beauty,1,36.25,0.05,35.07,0
ORD-000271,2024-01-06,C9764,South,Marketplace,Beauty,2,25.23,0.15,43.68,0
ORD-000272,2024-01-06,C1601,North,Direct,Beauty,3,35.28,0.2,86.23,0
ORD-000273,2024-01-06,C3101,East,Retail,Home,4,49.75,0.0,202.69,0
ORD-000274,2024-01-06,C13217,East,Wholesale,Home,1,82.44,0.0,83.97,0
ORD-000275,2024-01-06,C27648,North,Retail,Home,3,81.22,0.05,235.76,0
ORD-000276,2024-01-06,C27220,West,Marketplace,Wellness,3,46.1,0.0,140.86,0
ORD-000277,2024-01-06,C20287,North,Retail,Apparel,1,43.81,0.0,44.62,0
ORD-000278,2024-01-06,C19360,West,Marketplace,Apparel,2,54.97,0.05,106.38,0
ORD-000279,2024-01-06,C16242,North,Retail,Home,1,73.62,0.0,74.99,0
ORD-000280,2024-01-06,C14354,South,Retail,Electronics,3,163.6,0.05,474.92,0
ORD-000281,2024-01-06,C22111,South,Marketplace,Wellness,1,43.46,0.05,42.05,1
ORD-000282,2024-01-06,C5803,North,Retail,Wellness,1,37.91,0.0,38.62,1
ORD-000283,2024-01-06,C10225,North,Retail,Apparel,1,47.64,0.0,48.52,1
ORD-000284,2024-01-06,C9853,West,Direct,Apparel,3,58.8,0.05,170.68,0
ORD-000285,2024-01-06,C4289,East,Direct,Electronics,3,165.08,0.0,504.42,0
ORD-000286,2024-01-06,C21705,South,Retail,Wellness,2,54.92,0.0,111.88,1
ORD-000287,2024-01-06,C21302,West,Direct,Electronics,3,189.69,0.0,579.63,1
ORD-000288,2024-01-06,C8449,North,Retail,Beauty,1,39.88,0.15,34.52,0
ORD-000289,2024-01-06,C11110,North,Retail,Beauty,1,36.35,0.0,37.02,0
ORD-000290,2024-01-06,C14572,South,Marketplace,Home,1,88.92,0.2,72.46,0
ORD-000291,2024-01-06,C9189,North,Retail,Electronics,1,152.94,0.1,140.2,0
ORD-000292,2024-01-06,C16772,East,Marketplace,Apparel,1,40.4,0.05,39.09,0
ORD-000293,2024-01-06,C8053,North,Retail,Home,1,83.59,0.15,72.37,0
ORD-000294,2024-01-06,C25157,East,Direct,Home,1,60.22,0.0,61.33,0
ORD-000295,2024-01-06,C16780,East,Marketplace,Wellness,1,46.46,0.0,47.32,0
ORD-000296,2024-01-06,C26100,North,Marketplace,Beauty,1,33.63,0.15,29.11,0
ORD-000297,2024-01-06,C13034,East,Retail,Apparel,1,44.06,0.05,42.63,0
ORD-000298,2024-01-06,C3538,West,Retail,Wellness,1,36.77,0.05,35.58,0
ORD-000299,2024-01-06,C9295,West,Retail,Beauty,1,37.37,0.0,38.06,0
ORD-000300,2024-01-06,C17927,West,Direct,Home,1,73.44,0.2,59.84,0
ORD-000301,2024-01-06,C22612,North,Retail,Electronics,2,131.15,0.2,213.73,0
ORD-000302,2024-01-06,C13376,South,Direct,Apparel,2,46.96,0.15,81.32,0
ORD-000303,2024-01-06,C20142,East,Direct,Electronics,1,109.92,0.05,106.36,0
ORD-000304,2024-01-06,C6839,North,Retail,Beauty,2,25.81,0.0,52.57,0
ORD-000305,2024-01-06,C16842,West,Retail,Electronics,4,135.27,0.1,496.01,0
ORD-000306,2024-01-06,C17484,East,Direct,Apparel,1,40.14,0.1,36.79,0
